GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0022400634,1610612743,DEN,Denver,1631128,Christian Braun,Christian,F,,26.000000:11,117.1,121.8,153.4,153.6,-36.2,-31.8,0.13,3.0,25.0,0.048,0.222,0.128,8.3,0.563,0.592,0.148,0.147,103.85,101.76,84.8,55,0.072
0022400634,1610612743,DEN,Denver,1629008,Michael Porter Jr.,Michael,F,,30.000000:30,106.6,111.7,133.9,137.7,-27.4,-26.0,0.08,2.0,15.4,0.0,0.0,0.0,7.7,0.55,0.55,0.159,0.157,98.83,95.21,79.34,60,0.026
0022400634,1610612743,DEN,Denver,203999,Nikola Jokić,Nikola,C,,32.000000:24,116.8,120.3,152.7,155.1,-35.9,-34.8,0.44,1.57,35.5,0.038,0.091,0.063,22.6,0.769,0.744,0.26,0.259,104.56,102.22,85.19,69,0.1
0022400634,1610612743,DEN,Denver,201566,Russell Westbrook,Russell,G,,27.000000:41,106.3,112.3,132.6,137.3,-26.3,-25.0,0.2,1.0,22.2,0.083,0.16,0.122,22.2,0.6,0.623,0.222,0.218,105.14,100.57,83.8,57,0.078
0022400634,1610612743,DEN,Denver,1627750,Jamal Murray,Jamal,G,,34.000000:32,117.3,120.0,149.9,150.7,-32.6,-30.7,0.2,2.5,20.8,0.0,0.08,0.034,8.3,0.719,0.741,0.232,0.233,99.41,97.99,81.66,70,0.104
0022400634,1610612743,DEN,Denver,203932,Aaron Gordon,Aaron,,,24.000000:38,116.8,116.0,137.3,138.8,-20.5,-22.8,0.105,1.0,13.3,0.087,0.038,0.061,13.3,0.6,0.597,0.22,0.222,96.61,96.45,80.38,50,0.082
0022400634,1610612743,DEN,Denver,1631212,Peyton Watson,Peyton,,,18.000000:27,97.4,91.7,113.3,113.5,-15.9,-21.8,0.214,0.0,42.9,0.053,0.105,0.079,0.0,0.25,0.25,0.093,0.098,92.31,94.96,79.13,36,0.104
0022400634,1610612743,DEN,Denver,1631124,Julian Strawther,Julian,,,18.000000:16,76.0,71.1,106.1,105.4,-30.1,-34.4,0.1,0.5,9.1,0.0,0.045,0.022,18.2,0.143,0.127,0.227,0.241,94.94,98.51,82.09,38,-0.158
0022400634,1610612743,DEN,Denver,201599,DeAndre Jordan,DeAndre,,,5.000000:49,130.0,130.0,112.7,110.0,17.3,20.0,0.0,0.0,0.0,0.5,0.333,0.429,0.0,1.0,1.0,0.133,0.133,81.53,82.52,68.77,10,0.318
0022400634,1610612743,DEN,Denver,1630192,Zeke Nnaji,Zeke,,,5.000000:23,51.5,50.0,91.9,83.3,-40.4,-33.3,0.0,0.0,0.0,0.1,0.0,0.063,0.0,0.333,0.333,0.2,0.205,100.4,107.0,89.16,12,0.091
0022400634,1610612743,DEN,Denver,1641790,PJ Hall,PJ,,,5.000000:23,51.5,50.0,91.9,83.3,-40.4,-33.3,0.0,0.0,0.0,0.1,0.167,0.125,0.0,0.0,0.532,0.133,0.137,100.4,107.0,89.16,12,0.455
0022400634,1610612743,DEN,Denver,1641816,Hunter Tyson,Hunter,,,5.000000:23,51.5,50.0,91.9,83.3,-40.4,-33.3,0.0,0.0,0.0,0.1,0.5,0.25,0.0,0.0,0.0,0.267,0.273,100.4,107.0,89.16,12,-0.091
0022400634,1610612743,DEN,Denver,1629618,Jalen Pickett,Jalen,,,5.000000:23,51.5,50.0,91.9,83.3,-40.4,-33.3,0.5,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.068,100.4,107.0,89.16,12,0.0
0022400634,1610612743,DEN,Denver,203967,Dario Šarić,Dario,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0022400634,1610612750,MIN,Minnesota,1630183,Jaden McDaniels,Jaden,F,,31.000000:59,143.6,147.7,105.7,109.2,38.0,38.5,0.121,0.0,33.3,0.071,0.207,0.14,0.0,0.813,0.813,0.1,0.1,100.58,97.55,81.29,65,0.124
