GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,teamSlug,PLAYER_ID,firstName,familyName,NICKNAME,playerSlug,START_POSITION,COMMENT,jerseyNum,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS,PLAYER_NAME
0022500206,1610612746,LA,Clippers,LAC,clippers,1627884,Derrick,Jones Jr.,D. Jones Jr.,derrick-jones-jr,F,,,33:18,3,8,0.375,0,2,0.0,5,6,0.833,2,0,2,2,2,1,0,0,11,3.0,Derrick Jones Jr.
0022500206,1610612746,LA,Clippers,LAC,clippers,1628381,John,Collins,J. Collins,john-collins,F,,,31:22,3,11,0.273,1,6,0.167,2,2,1.0,2,5,7,0,1,1,0,4,9,0.0,John Collins
0022500206,1610612746,LA,Clippers,LAC,clippers,1627826,Ivica,Zubac,I. Zubac,ivica-zubac,C,,,30:07,6,10,0.6,0,0,0.0,1,4,0.25,3,9,12,1,0,2,2,3,13,1.0,Ivica Zubac
0022500206,1610612746,LA,Clippers,LAC,clippers,1627739,Kris,Dunn,K. Dunn,kris-dunn,G,,,36:24,5,10,0.5,1,4,0.25,0,1,0.0,0,2,2,0,2,1,0,3,11,13.0,Kris Dunn
0022500206,1610612746,LA,Clippers,LAC,clippers,201935,James,Harden,J. Harden,james-harden,G,,,38:45,12,23,0.522,6,14,0.429,5,6,0.833,3,7,10,11,0,2,6,0,35,0.0,James Harden
0022500206,1610612746,LA,Clippers,LAC,clippers,201572,Brook,Lopez,B. Lopez,brook-lopez,,,,16:37,2,5,0.4,2,4,0.5,3,4,0.75,0,0,0,2,0,1,3,2,9,-4.0,Brook Lopez
0022500206,1610612746,LA,Clippers,LAC,clippers,1642353,Cam,Christie,C. Christie,cam-christie,,,,18:22,1,7,0.143,1,4,0.25,0,0,0.0,0,3,3,3,1,0,0,1,3,-12.0,Cam Christie
0022500206,1610612746,LA,Clippers,LAC,clippers,201587,Nicolas,Batum,N. Batum,nicolas-batum,,,,19:33,1,5,0.2,0,3,0.0,0,0,0.0,0,4,4,0,1,1,0,0,2,-4.0,Nicolas Batum
0022500206,1610612746,LA,Clippers,LAC,clippers,1641738,Kobe,Brown,K. Brown,kobe-brown,,,,15:32,3,3,1.0,1,1,1.0,2,2,1.0,1,1,2,0,0,0,0,1,9,-12.0,Kobe Brown
0022500206,1610612746,LA,Clippers,LAC,clippers,203992,Bogdan,Bogdanović,B. Bogdanović,bogdan-bogdanović,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,Bogdan Bogdanović
0022500206,1610612746,LA,Clippers,LAC,clippers,1641757,Jordan,Miller,J. Miller,jordan-miller,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,Jordan Miller
0022500206,1610612746,LA,Clippers,LAC,clippers,1642949,Yanic Konan,Niederhäuser,Y. Niederhäuser,yanic-konan-niederhäuser,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,Yanic Konan Niederhäuser
0022500206,1610612746,LA,Clippers,LAC,clippers,101108,Chris,Paul,C. Paul,chris-paul,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,Chris Paul
0022500206,1610612746,LA,Clippers,LAC,clippers,1642920,Kobe,Sanders,K. Sanders,kobe-sanders,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,Kobe Sanders
0022500206,1610612737,Atlanta,Hawks,ATL,hawks,1642258,Zaccharie,Risacher,Z. Risacher,zaccharie-risacher,F,,,31:00,4,11,0.364,2,6,0.333,1,4,0.25,0,5,5,0,1,2,2,0,11,0.0,Zaccharie Risacher
0022500206,1610612737,Atlanta,Hawks,ATL,hawks,1630552,Jalen,Johnson,J. Johnson,jalen-johnson,F,,,34:45,7,16,0.438,0,3,0.0,2,2,1.0,0,10,10,8,1,1,1,2,16,3.0,Jalen Johnson
0022500206,1610612737,Atlanta,Hawks,ATL,hawks,204001,Kristaps,Porziņģis,K. Porziņģis,kristaps-porziņģis,C,,,26:22,5,12,0.417,1,5,0.2,9,9,1.0,1,2,3,4,0,3,0,5,20,-14.0,Kristaps Porziņģis
0022500206,1610612737,Atlanta,Hawks,ATL,hawks,1630700,Dyson,Daniels,D. Daniels,dyson-daniels,G,,,38:39,3,9,0.333,0,2,0.0,0,0,0.0,1,2,3,8,3,1,4,3,6,0.0,Dyson Daniels
0022500206,1610612737,Atlanta,Hawks,ATL,hawks,1630811,Keaton,Wallace,K. Wallace,keaton-wallace,G,,,24:18,2,3,0.667,1,2,0.5,0,0,0.0,0,4,4,1,0,0,1,3,5,-8.0,Keaton Wallace
0022500206,1610612737,Atlanta,Hawks,ATL,hawks,1630168,Onyeka,Okongwu,O. Okongwu,onyeka-okongwu,,,,26:25,4,10,0.4,0,3,0.0,2,2,1.0,2,4,6,3,0,0,1,3,10,15.0,Onyeka Okongwu
0022500206,1610612737,Atlanta,Hawks,ATL,hawks,1628379,Luke,Kennard,L. Kennard,luke-kennard,,,,20:04,3,9,0.333,1,3,0.333,0,0,0.0,3,1,4,2,1,0,1,1,7,-1.0,Luke Kennard
0022500206,1610612737,Atlanta,Hawks,ATL,hawks,1631243,Mouhamed,Gueye,M. Gueye,mouhamed-gueye,,,,8:28,1,1,1.0,0,0,0.0,0,0,0.0,0,3,3,2,1,0,1,3,2,2.0,Mouhamed Gueye
0022500206,1610612737,Atlanta,Hawks,ATL,hawks,1630249,Vít,Krejčí,V. Krejčí,vít-krejčí,,,,30:00,9,13,0.692,8,10,0.8,2,3,0.667,0,3,3,2,0,1,0,2,28,18.0,Vít Krejčí
0022500206,1610612737,Atlanta,Hawks,ATL,hawks,1642368,N'Faly,Dante,N. Dante,nfaly-dante,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,N'Faly Dante
0022500206,1610612737,Atlanta,Hawks,ATL,hawks,1631216,Caleb,Houstan,C. Houstan,caleb-houstan,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,Caleb Houstan
0022500206,1610612737,Atlanta,Hawks,ATL,hawks,1642854,Asa,Newell,A. Newell,asa-newell,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,Asa Newell
0022500206,1610612737,Atlanta,Hawks,ATL,hawks,1631210,Jacob,Toppin,J. Toppin,jacob-toppin,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,Jacob Toppin
